ID_KEL;Nama_provinsi;nama_kota;nama_kecamatan;nama_kelurahan;SUSPEK;Perawatan RS;Isolasi di Rumah;Suspek Meninggal;Selesai Isolasi;PROBABLE;Perawatan RS;Isolasi di Rumah;Probable Meninggal;Selesai Isolasi;PELAKU PERJALANAN;Isolasi di Rumah;Selesai Isolasi;KONTAK ERAT;Isolasi di Rumah;Selesai Isolasi;DISCARDED;Meninggal;Selesai Isolasi;POSITIF;Dirawat;Sembuh;Meninggal;Self Isolation;Keterangan
3172031001;DKI JAKARTA;JAKARTA UTARA;KOJA;KOJA;195;2;13;0;180;0;0;0;0;0;4;0;4;315;34;281;25;0;25;122;10;76;4;32;
3173071006;DKI JAKARTA;JAKARTA BARAT;PALMERAH;KOTA BAMBU SELATAN;285;6;23;5;251;0;0;0;0;0;1;0;1;646;29;617;71;0;71;159;5;148;4;2;
3173071003;DKI JAKARTA;JAKARTA BARAT;PALMERAH;KOTA BAMBU UTARA;244;4;14;11;215;0;0;0;0;0;3;1;2;403;21;382;52;0;52;146;4;135;6;1;
3171041004;DKI JAKARTA;JAKARTA PUSAT;SENEN;KRAMAT;270;2;19;5;244;0;0;0;0;0;4;0;4;677;43;634;30;0;30;186;2;170;9;5;
3175041001;DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;187;3;22;1;161;0;0;0;0;0;9;1;8;414;66;348;21;0;21;81;6;54;5;16;
3174071003;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;KRAMAT PELA;69;4;12;0;53;0;0;0;0;0;0;0;0;395;12;383;4;0;4;74;1;64;0;9;
3173031002;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;KRUKUT;97;1;11;6;79;0;0;0;0;0;3;0;3;232;24;208;9;0;9;48;3;37;3;5;
3174031005;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;65;4;3;1;57;0;0;0;0;0;0;0;0;291;8;283;5;0;5;11;0;11;0;0;
3174021008;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;77;2;3;1;71;0;0;0;0;0;20;0;20;79;11;68;1;0;1;27;1;12;2;12;
3171041005;DKI JAKARTA;JAKARTA PUSAT;SENEN;KWITANG;174;3;4;0;167;1;0;0;0;1;2;0;2;328;23;305;7;0;7;64;0;49;3;12;
3172031003;DKI JAKARTA;JAKARTA UTARA;KOJA;LAGOA;368;10;20;1;337;0;0;0;0;0;4;0;4;403;60;343;39;0;39;308;8;286;7;7;
3174061002;DKI JAKARTA;JAKARTA SELATAN;CILANDAK;LEBAK BULUS;187;6;11;2;168;2;0;0;0;2;27;0;27;362;56;306;20;0;20;67;0;53;7;7;
3174091004;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;LENTENG AGUNG;397;6;9;0;382;0;0;0;0;0;6;0;6;294;58;236;9;0;9;60;1;56;0;3;
LUAR DKI JAKARTA;LUAR DKI JAKARTA;LUAR DKI JAKARTA;LUAR DKI JAKARTA;LUAR DKI JAKARTA;13573;93;299;98;13083;24;5;0;0;19;440;18;422;18143;701;17442;864;0;864;4833;280;4230;97;226;
3175101007;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;297;12;18;3;264;1;1;0;0;0;4;1;3;406;45;361;25;0;25;94;8;65;1;20;
3175081001;DKI JAKARTA;JAKARTA TIMUR;MAKASAR;MAKASAR;131;2;14;1;114;0;0;0;0;0;7;0;7;552;47;505;18;0;18;57;4;42;0;11;
3175071006;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;MALAKA JAYA;218;9;8;2;199;1;1;0;0;0;2;0;2;303;38;265;9;0;9;68;4;57;0;7;
3175071005;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;MALAKA SARI;182;4;7;1;170;0;0;0;0;0;0;0;0;222;27;195;6;0;6;61;1;46;3;11;
3174031001;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;148;6;16;2;124;0;0;0;0;0;0;0;0;656;49;607;9;0;9;101;4;79;5;13;
3173031005;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;MANGGA BESAR;71;1;11;1;58;0;0;0;0;0;0;0;0;114;8;106;3;0;3;13;1;11;0;1;
3171021005;DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;192;7;16;1;168;1;1;0;0;0;1;0;1;548;104;444;9;0;9;70;6;49;2;13;
3174011007;DKI JAKARTA;JAKARTA SELATAN;TEBET;MANGGARAI;169;12;16;0;141;1;1;0;0;0;4;0;4;316;30;286;19;0;19;53;3;42;1;7;
3174011006;DKI JAKARTA;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;109;5;8;2;94;0;0;0;0;0;6;0;6;331;11;320;18;0;18;45;2;40;2;1;
3173031003;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;MAPHAR;123;0;8;1;114;0;0;0;0;0;6;0;6;246;27;219;36;0;36;122;2;119;0;1;
3172041003;DKI JAKARTA;JAKARTA UTARA;CILINCING;MARUNDA;163;9;11;0;143;0;0;0;0;0;0;0;0;259;31;228;11;0;11;46;2;41;1;2;
3174071001;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;MELAWAI;30;0;1;0;29;0;0;0;0;0;1;0;1;45;3;42;0;0;0;6;0;6;0;0;
3171061001;DKI JAKARTA;JAKARTA PUSAT;MENTENG;MENTENG;197;11;18;2;166;1;0;0;0;1;1;0;1;496;64;432;21;0;21;116;8;74;5;29;
3174021005;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;198;5;18;3;172;0;0;0;0;0;45;0;45;860;39;821;31;0;31;108;3;83;2;20;
3174011003;DKI JAKARTA;JAKARTA SELATAN;TEBET;MENTENG DALAM;230;7;18;4;201;1;0;0;0;1;13;1;12;429;26;403;37;0;37;79;2;65;6;6;
3173081003;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;MERUYA SELATAN;134;3;11;1;119;0;0;0;0;0;2;0;2;322;19;303;14;0;14;50;3;40;3;4;
3173081002;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;MERUYA UTARA;189;8;17;6;158;0;0;0;0;0;6;0;6;475;48;427;10;0;10;68;1;61;1;5;
3175101004;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;MUNJUL;128;7;8;0;113;0;0;0;0;0;2;0;2;157;16;141;22;0;22;36;2;33;0;1;
3172051002;DKI JAKARTA;JAKARTA UTARA;PADEMANGAN;PADEMANGAN BARAT;1221;14;82;5;1120;3;0;0;0;3;10;0;10;1993;102;1891;22;0;22;434;12;373;17;32;
3172051001;DKI JAKARTA;JAKARTA UTARA;PADEMANGAN;PADEMANGAN TIMUR;351;9;34;3;305;1;1;0;0;0;13;0;13;613;43;570;12;0;12;99;8;83;3;5;
3175011004;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;PAL MERIAM;149;3;8;2;136;1;0;0;0;1;2;1;1;410;36;374;58;0;58;93;0;78;6;9;
3173071001;DKI JAKARTA;JAKARTA BARAT;PALMERAH;PALMERAH;614;8;35;2;569;0;0;0;0;0;1;0;1;1103;72;1031;65;0;65;212;9;171;11;21;
3174081001;DKI JAKARTA;JAKARTA SELATAN;PANCORAN;PANCORAN;151;9;11;0;131;1;0;0;0;1;8;0;8;375;24;351;6;0;6;121;4;98;3;16;
3172021003;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;PAPANGGO;210;3;14;0;193;0;0;0;0;0;5;0;5;536;26;510;46;0;46;123;4;85;2;32;
3171021001;DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;135;1;13;2;119;1;0;0;0;1;4;0;4;307;38;269;5;0;5;61;3;51;0;7;
3174021006;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;135;6;11;3;115;0;0;0;0;0;26;0;26;576;68;508;15;0;15;74;0;56;4;14;
3174041001;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;209;13;13;1;182;1;0;0;0;1;5;0;5;347;22;325;5;0;5;97;1;84;2;10;
3171041003;DKI JAKARTA;JAKARTA PUSAT;SENEN;PASEBAN;291;6;19;1;265;0;0;0;0;0;4;0;4;525;59;466;59;0;59;138;6;118;7;7;
3173061005;DKI JAKARTA;JAKARTA BARAT;KALI DERES;PEGADUNGAN;458;8;50;7;393;0;0;0;0;0;10;0;10;924;49;875;16;0;16;101;4;88;3;6;
3171061002;DKI JAKARTA;JAKARTA PUSAT;MENTENG;PEGANGSAAN;225;8;39;2;176;1;1;0;0;0;0;0;0;618;77;541;48;0;48;194;1;165;2;26;
3172061002;DKI JAKARTA;JAKARTA UTARA;KELAPA GADING;PEGANGSAAN DUA;502;18;33;1;450;0;0;0;0;0;41;0;41;1150;63;1087;77;0;77;166;6;111;5;44;
3172011004;DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PEJAGALAN;228;14;9;2;203;1;0;0;0;1;7;0;7;512;52;460;24;0;24;77;1;65;3;8;
3174041006;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;207;5;35;2;165;4;0;0;0;4;1;0;1;445;73;372;62;0;62;66;2;56;2;6;
3174041005;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;257;3;21;1;232;2;0;0;0;2;2;1;1;391;25;366;30;0;30;82;3;74;5;0;
3175051005;DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;PEKAYON;439;6;33;1;399;0;0;0;0;0;3;0;3;173;25;148;9;0;9;45;4;31;2;8;
3173041009;DKI JAKARTA;JAKARTA BARAT;TAMBORA;PEKOJAN;186;5;9;2;170;0;0;0;0;0;2;0;2;170;15;155;16;0;16;51;4;34;2;11;
3174031003;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;201;5;12;2;182;3;0;0;0;3;13;0;13;746;48;698;5;0;5;88;2;67;4;15;
3174081005;DKI JAKARTA;JAKARTA SELATAN;PANCORAN;PENGADEGAN;114;2;4;2;106;0;0;0;0;0;6;0;6;239;9;230;6;0;6;45;1;40;0;4;
3175061003;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PENGGILINGAN;313;17;49;1;246;0;0;0;0;0;5;1;4;841;126;715;62;0;62;188;8;148;6;26;
3172011001;DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PENJARINGAN;520;22;58;4;436;1;0;0;0;1;22;0;22;2206;109;2097;115;0;115;297;7;262;8;20;
3174101001;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;240;11;5;4;220;1;0;0;0;1;0;0;0;464;36;428;18;0;18;50;2;36;3;9;
3171071004;DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;PETAMBURAN;421;5;17;7;392;0;0;0;0;0;7;0;7;293;14;279;4;0;4;208;15;168;11;14;
3174071008;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;89;4;12;0;73;0;0;0;0;0;2;0;2;184;2;182;0;0;0;23;1;18;0;4;
3171011004;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;136;4;5;1;126;0;0;0;0;0;22;0;22;412;22;390;14;0;14;88;3;74;6;5;
3171011003;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;109;2;13;3;91;1;1;0;0;0;11;0;11;243;15;228;25;0;25;62;1;52;2;7;
3174101004;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN SELATAN;213;3;6;2;202;0;0;0;0;0;1;0;1;489;31;458;7;0;7;25;1;17;1;6;
3174101003;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN UTARA;290;3;10;4;273;1;0;0;0;1;5;0;5;1113;21;1092;8;0;8;61;3;54;2;2;
3175081002;DKI JAKARTA;JAKARTA TIMUR;MAKASAR;PINANG RANTI;106;2;5;1;98;0;0;0;0;0;0;0;0;419;28;391;22;0;22;53;3;44;2;4;
3173031008;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;PINANGSIA;64;1;5;1;57;0;0;0;0;0;2;0;2;151;7;144;2;0;2;32;7;24;0;1;
3175011001;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;PISANGAN BARU;186;10;14;3;159;1;1;0;0;0;1;0;1;204;25;179;27;0;27;65;2;55;4;4;
3175021002;DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PISANGAN TIMUR;186;4;18;4;160;0;0;0;0;0;10;0;10;412;35;377;23;0;23;72;2;62;3;5;
3172011005;DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PLUIT;165;6;8;4;147;0;0;0;0;0;12;0;12;657;98;559;8;0;8;103;1;86;7;9;
3175071002;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK BAMBU;653;12;53;1;587;1;1;0;0;0;3;0;3;387;89;298;9;0;9;147;2;122;4;19;
3175071004;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK KELAPA;416;13;30;0;373;0;0;0;0;0;9;1;8;578;65;513;10;0;10;134;4;105;5;20;
3175071007;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK KOPI;248;1;35;1;211;0;0;0;0;0;1;0;1;229;24;205;8;0;8;84;4;51;7;22;
3174061003;DKI JAKARTA;JAKARTA SELATAN;CILANDAK;PONDOK LABU;211;10;8;1;192;4;1;0;0;3;73;0;73;578;50;528;34;0;34;59;1;49;1;8;
3174051002;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;311;12;20;4;275;0;0;0;0;0;44;0;44;532;26;506;9;0;9;103;10;76;9;8;
3175101003;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;PONDOK RANGGON;136;5;17;3;111;0;0;0;0;0;3;0;3;147;15;132;21;0;21;45;2;29;1;13;
3101011003;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU HARAPAN;59;0;0;0;59;0;0;0;0;0;0;0;0;56;0;56;0;0;0;1;0;1;0;0;
3101011002;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU KELAPA;45;0;0;1;44;0;0;0;0;0;3;3;0;140;2;138;1;0;1;5;0;5;0;0;
3101011001;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU PANGGANG;51;0;1;1;49;0;0;0;0;0;0;0;0;129;0;129;4;0;4;7;0;7;0;0;
3101021003;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU PARI;6;0;0;0;6;0;0;0;0;0;0;0;0;159;1;158;1;0;1;3;0;3;0;0;
3101021002;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU TIDUNG;32;1;0;0;31;0;0;0;0;0;0;0;0;329;1;328;1;0;1;30;0;30;0;0;
3101021001;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU UNTUNG JAWA;22;0;0;0;22;0;0;0;0;0;0;0;0;95;0;95;0;0;0;2;0;2;0;0;
3174071007;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;PULO;87;5;13;1;68;0;0;0;0;0;1;0;1;106;3;103;0;0;0;11;0;10;0;1;
3175021001;DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PULO GADUNG;215;14;16;2;183;0;0;0;0;0;9;0;9;495;100;395;17;0;17;78;3;63;4;8;
3175061005;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PULO GEBANG;223;10;22;2;189;1;1;0;0;0;5;0;5;733;141;592;50;0;50;120;3;106;4;7;
3174041004;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;RAGUNAN;245;4;13;2;226;1;0;0;0;1;1;0;1;418;17;401;16;0;16;35;0;31;3;1;
3175091005;DKI JAKARTA;JAKARTA TIMUR;CIRACAS;RAMBUTAN;235;3;7;1;224;2;0;0;0;2;11;0;11;526;31;495;26;0;26;53;1;52;0;0;
3172031006;DKI JAKARTA;JAKARTA UTARA;KOJA;RAWA BADAK SELATAN;317;8;18;2;289;1;0;0;0;1;2;0;2;350;37;313;38;0;38;160;3;141;4;12;
3172031004;DKI JAKARTA;JAKARTA UTARA;KOJA;RAWA BADAK UTARA;254;14;16;1;223;0;0;0;0;0;2;0;2;306;33;273;47;0;47;139;4;115;4;16;
3174071005;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;RAWA BARAT;51;0;9;2;40;0;0;0;0;0;1;0;1;108;4;104;0;0;0;11;0;10;1;0;
3173011003;DKI JAKARTA;JAKARTA BARAT;CENGKARENG;RAWA BUAYA;145;3;10;2;130;0;0;0;0;0;4;0;4;314;30;284;4;0;4;85;8;71;4;2;
3175031004;DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;RAWA BUNGA;65;6;14;1;44;0;0;0;0;0;0;0;0;91;6;85;5;0;5;41;1;31;1;8;
3174081003;DKI JAKARTA;JAKARTA SELATAN;PANCORAN;RAWA JATI;138;8;13;0;117;1;0;0;0;1;10;0;10;274;24;250;6;0;6;28;7;19;0;2;
3175061002;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;RAWA TERATE;44;3;4;0;37;0;0;0;0;0;2;0;2;187;23;164;0;0;0;29;0;19;0;10;
3175021005;DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;RAWAMANGUN;174;15;15;0;144;0;0;0;0;0;6;0;6;482;57;425;20;0;20;90;5;69;2;14;
3171051003;DKI JAKARTA;JAKARTA PUSAT;CEMPAKA PUTIH;RAWASARI;441;14;23;2;402;3;2;0;1;0;5;0;5;835;64;771;24;0;24;154;5;127;4;18;
3173041010;DKI JAKARTA;JAKARTA BARAT;TAMBORA;ROA MALAKA;32;1;16;0;15;1;1;0;0;0;0;0;0;28;3;25;0;0;0;4;0;3;0;1;
3172041006;DKI JAKARTA;JAKARTA UTARA;CILINCING;ROROTAN;167;11;18;2;136;0;0;0;0;0;2;1;1;437;47;390;59;0;59;55;2;45;2;6;
3174071004;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;SELONG;19;0;0;0;19;0;0;0;0;0;2;0;2;69;1;68;0;0;0;14;5;9;0;0;
3173061002;DKI JAKARTA;JAKARTA BARAT;KALI DERES;SEMANAN;244;2;26;3;213;0;0;0;0;0;2;0;2;616;37;579;6;0;6;50;3;41;1;5;
3172041007;DKI JAKARTA;JAKARTA UTARA;CILINCING;SEMPER BARAT;377;18;32;1;326;0;0;0;0;0;10;0;10;827;85;742;76;0;76;223;16;169;2;36;
3172041005;DKI JAKARTA;JAKARTA UTARA;CILINCING;SEMPER TIMUR;238;15;21;1;201;0;0;0;0;0;3;0;3;501;70;431;32;0;32;97;1;81;2;13;
3174071006;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;SENAYAN;26;0;0;0;26;0;0;0;0;0;9;0;9;148;4;144;0;0;0;34;0;28;0;6;
3171041001;DKI JAKARTA;JAKARTA PUSAT;SENEN;SENEN;127;4;7;0;116;0;0;0;0;0;6;0;6;563;20;543;24;0;24;94;2;84;2;6;
3171031004;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SERDANG;245;4;33;2;206;0;0;0;0;0;5;0;5;325;63;262;25;0;25;75;1;70;3;1;
3174021001;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;SETIA BUDI;42;4;3;0;35;0;0;0;0;0;4;0;4;168;31;137;6;0;6;11;0;10;0;1;
3175101005;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;SETU;150;2;17;0;131;0;0;0;0;0;2;0;2;132;21;111;12;0;12;29;0;21;0;8;
3173071002;DKI JAKARTA;JAKARTA BARAT;PALMERAH;SLIPI;312;13;35;2;262;0;0;0;0;0;2;0;2;475;97;378;39;0;39;101;6;73;1;21;
3173081004;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;SRENGSENG;201;3;13;3;182;1;0;0;0;1;5;0;5;632;29;603;17;0;17;110;6;93;4;7;
3174091002;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;415;9;21;0;385;3;1;0;0;2;9;1;8;391;69;322;14;0;14;77;0;68;4;5;
3173051003;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;SUKABUMI SELATAN;146;6;6;4;130;0;0;0;0;0;1;0;1;326;14;312;23;0;23;71;1;63;2;5;
3173051002;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;SUKABUMI UTARA;130;1;6;3;120;0;0;0;0;0;19;0;19;337;19;318;40;0;40;68;4;59;4;1;
3172041002;DKI JAKARTA;JAKARTA UTARA;CILINCING;SUKAPURA;317;31;9;2;275;0;0;0;0;0;5;0;5;678;51;627;65;0;65;169;6;148;3;12;
3171031007;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SUMUR BATU;197;7;6;1;183;0;0;0;0;0;4;0;4;238;44;194;16;0;16;63;5;53;2;3;
3172021004;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNGAI BAMBU;162;2;16;0;144;0;0;0;0;0;6;0;6;362;43;319;29;0;29;57;3;47;4;3;
3172021006;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;543;10;51;1;481;0;0;0;0;0;18;0;18;1303;112;1191;57;0;57;277;15;228;14;20;
3172021002;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;468;18;37;6;407;0;0;0;0;0;8;2;6;948;85;863;142;0;142;249;5;214;15;15;
3175091004;DKI JAKARTA;JAKARTA TIMUR;CIRACAS;SUSUKAN;160;2;27;1;130;0;0;0;0;0;16;1;15;814;51;763;69;0;69;50;1;45;1;3;
3173031001;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;TAMAN SARI;142;9;16;0;117;1;1;0;0;0;0;0;0;224;11;213;10;0;10;61;3;37;2;19;
3173041001;DKI JAKARTA;JAKARTA BARAT;TAMBORA;TAMBORA;115;9;7;3;96;0;0;0;0;0;0;0;0;226;13;213;1;0;1;29;6;15;1;7;
3173041004;DKI JAKARTA;JAKARTA BARAT;TAMBORA;TANAH SEREAL;191;3;9;2;177;1;0;0;0;1;4;0;4;190;14;176;2;0;2;84;3;66;5;10;
3171081004;DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;TANAH TINGGI;247;6;15;3;223;1;0;0;0;1;2;0;2;509;46;463;31;0;31;193;3;166;15;9;
3173031004;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;TANGKI;133;4;18;1;110;0;0;0;0;0;3;1;2;203;18;185;2;0;2;30;3;22;1;4;
3174091005;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;TANJUNG BARAT;351;7;14;1;329;0;0;0;0;0;1;0;1;251;48;203;11;0;11;71;1;58;3;9;
3173021005;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TANJUNG DUREN SELATAN;187;1;16;1;169;0;0;0;0;0;19;0;19;356;24;332;19;0;19;109;4;93;5;7;
3173021002;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TANJUNG DUREN UTARA;145;2;5;0;138;1;0;0;0;1;20;0;20;323;20;303;17;0;17;51;2;42;3;4;
3172021001;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;TANJUNG PRIOK;232;7;23;6;196;0;0;0;0;0;9;0;9;454;49;405;41;0;41;171;3;146;6;16;
3174011002;DKI JAKARTA;JAKARTA SELATAN;TEBET;TEBET BARAT;176;6;12;0;158;1;0;0;0;1;8;0;8;407;48;359;19;0;19;158;4;110;3;41;
3174011001;DKI JAKARTA;JAKARTA SELATAN;TEBET;TEBET TIMUR;130;7;20;2;101;0;0;0;0;0;5;0;5;316;28;288;26;0;26;48;3;38;3;4;
3173061003;DKI JAKARTA;JAKARTA BARAT;KALI DERES;TEGAL ALUR;379;5;24;6;344;0;0;0;0;0;3;0;3;626;50;576;8;0;8;74;4;58;3;9;
3174031004;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;175;5;7;3;160;3;1;0;1;1;3;0;3;534;54;480;4;0;4;100;3;78;3;16;
3173021003;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TOMANG;256;2;24;2;228;0;0;0;0;0;14;0;14;450;29;421;71;0;71;137;3;130;2;2;
3172031005;DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU SELATAN;251;7;10;1;233;0;0;0;0;0;1;0;1;274;29;245;58;0;58;90;4;66;3;17;
3172031002;DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU UTARA;531;14;45;0;472;0;0;0;0;0;6;0;6;492;40;452;64;0;64;134;12;101;6;15;
3175061006;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;73;4;9;2;58;1;1;0;0;0;0;0;0;226;39;187;11;0;11;41;2;25;2;12;
3174101005;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;370;8;11;2;349;0;0;0;0;0;0;0;0;840;27;813;25;0;25;97;1;89;3;4;
3175011006;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU SELATAN;289;8;15;8;258;1;1;0;0;0;1;0;1;484;42;442;79;0;79;115;4;95;5;11;
3175011002;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU UTARA;218;5;22;0;191;1;0;0;0;1;2;0;2;359;27;332;38;0;38;71;3;53;3;12;
3171031008;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;UTAN PANJANG;220;3;14;2;201;0;0;0;0;0;2;0;2;204;24;180;17;0;17;75;4;62;6;3;
3172021007;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;WARAKAS;216;4;33;2;177;0;0;0;0;0;9;0;9;512;69;443;43;0;43;110;5;99;3;3;
3173021007;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;WIJAYA KUSUMA;232;4;9;2;217;0;0;0;0;0;6;0;6;543;28;515;17;0;17;101;12;81;3;5;
